id,name,hash
ITEM_70_0002,Lyria's Journal,F147229B
ITEM_70_0003,Sky Map Piece,778897F4
ITEM_70_0004,Rolan's Transceiver,FA674FBD
ITEM_70_0005,Rebelwear,5942C5FB
ITEM_70_0006,"Elpis, the Mind Sealer",71BC9232
ITEM_70_0007,Golden Crab Statue,FF1A207A
ITEM_70_0008,Dehg's Catalyst Stone,E578BB85
ITEM_70_0009,Avia Research Logs,771D9272
ITEM_70_0010,Rolan's Notes,F58676D3
ITEM_70_0011,Evergreen Crystal Fragment,981C29BD
ITEM_70_0012,Veil Armet,D27ACE64
ITEM_70_0013,Color Pack 1,EEDFA4E4
ITEM_70_0014,Color Pack 2,C48004DD
ITEM_70_0015,Color Pack 3,79E48056
ITEM_70_0016,Color Pack 4,32DC23F3
ITEM_70_0017,Color Pack 5,5AF14960
ITEM_80_0000,Silver Key,78FE6E2C
ITEM_80_0001,Gold Key,8682C2AC
ITEM_80_0002,Whitewing Key,86B12ABC
SKILL_000_00,ATK,50079A1C
SKILL_001_00,HP,F372F096
SKILL_003_00,Critical Hit Rate,8D78A19B
SKILL_004_00,Stun Power,CEB700EE
SKILL_005_00,Enmity,3F488339
SKILL_006_00,Stamina,2FC8FBFF
SKILL_013_00,Critical Hit DMG,C0979A17
SKILL_014_00,Weak Point DMG,6B694D6D
SKILL_018_00,Concentrated Fire,B360801D
SKILL_020_00,DMG Cap,DC584F60
SKILL_024_00,Combo Booster,F17850B9
SKILL_027_00,Tyranny,71F11A9B
SKILL_060_00,Improved Guard,0AA20846
SKILL_063_00,Improved Dodge,8B3BF60C
SKILL_066_00,Regen,6085DA25
SKILL_069_00,Quick Cooldown,318D12E9
SKILL_070_00,Cascade,05F2ECDC
SKILL_072_00,Uplift,B5FF9FD3
SKILL_073_00,Potion Hoarder,24883AF3
SKILL_080_00,Rupie Tycoon,C86F3082
SKILL_085_00,Aegis,E0ABFDFE
SKILL_094_00,Steady Focus,0053599E
SKILL_100_00,Supplements,3F2C482E
SKILL_111_00,Quick Charge,84078CB0
SKILL_113_00,Sigil Booster,57E8A93F
SKILL_140_00,Crabby Resonance,082033CB
SKILL_143_00,Catastrophe,40223C28
SKILL_146_00,War Elemental,4C588C27
SKILL_151_00,Supplementary DMG,57AB5B10
SKILL_157_00,Roll of the Die,333E5862
SKILL_158_00,Glass Cannon,A8A3163B
SKILL_159_00,Flight over Fight,EC1C6779
SKILL_160_00,Alpha,DBE1D775
SKILL_161_00,Beta,8D2ADB6E
SKILL_162_00,Gamma,5C862E13
WEP_NP0300_01,nan,7460CD22
WEP_NP0300_02,nan,19666586
WEP_PL0000_01,Traveller's Sword,F0B50DAE
WEP_PL0000_02,Durandal,11E6966A
WEP_PL0000_03,Sword of Eos,D7CEE3B8
WEP_PL0000_03,"Sword of Eos, the Star Key",D7CEE3B8
WEP_PL0000_04,Albacore Blade,57E95993
WEP_PL0000_05,Ultima Sword,CF9C4808
WEP_PL0000_06,Seven-Star Sword,E6518D5A
WEP_PL0000_06,"Seven-Star Sword, Celestial",E6518D5A
WEP_PL0000_07,nan,10C8FD1B
WEP_PL0000_10,False Sword of the Apocalypse,B9D3BDB9
WEP_PL0000_99,nan,C8736136
WEP_PL0100_01,Partenza,D4CED80E
WEP_PL0100_02,Durandal,5CECD788
WEP_PL0100_03,Sword of Eos,0E0287DC
WEP_PL0100_03,"Sword of Eos, the Star Key",0E0287DC
WEP_PL0100_04,Albacore Blade,4E2093BA
WEP_PL0100_05,Ultima Sword,32EE4D8A
WEP_PL0100_06,Seven-Star Sword,C9FCCCC6
WEP_PL0100_06,"Seven-Star Sword, Celestial",C9FCCCC6
WEP_PL0100_07,nan,3DEBD576
WEP_PL0100_10,False Sword of the Apocalypse,C8263FE1
WEP_PL0100_99,nan,76288D01
WEP_PL0200_01,Rukalsa,3B2082B6
WEP_PL0200_02,Flame Rapier,3D596697
WEP_PL0200_03,Murgleis,8B8FCB4E
WEP_PL0200_03,"Murgleis, the Azure Oath",8B8FCB4E
WEP_PL0200_04,Luminiera Sword Omega,2D9BE4CC
WEP_PL0200_05,Ephemeron,E1B27A1C
WEP_PL0200_06,Blutgang,E04031CF
WEP_PL0200_06,"Blutgang, Blade of Refuge",E04031CF
WEP_PL0200_07,nan,605A93FA
WEP_PL0300_01,Flintspike,BA30BD26
WEP_PL0300_02,Wheellock Axe,44B508FA
WEP_PL0300_03,Benedia,4E1AB7BB
WEP_PL0300_03,"Benedia, Azure Ammunition",4E1AB7BB
WEP_PL0300_04,Tiamat Bolt Omega,E7C972E6
WEP_PL0300_05,Stormcloud,6DE3C01C
WEP_PL0300_06,Freikugel,F1845E70
WEP_PL0300_06,"Freikugel, the Purifier",F1845E70
WEP_PL0300_07,nan,0F77CC28
WEP_PL0400_01,Little Witch Scepter,C54B8FE6
WEP_PL0400_02,Zhezl,C88BE9EE
WEP_PL0400_03,Gambanteinn,22E79816
WEP_PL0400_03,"Gambanteinn, Staff of Hope",22E79816
WEP_PL0400_04,Colossus Cane Omega,BE1BA9E3
WEP_PL0400_05,Tupsimati,F0748132
WEP_PL0400_06,Caduceus,FEBAC81A
WEP_PL0400_06,"Caduceus, Immortal Coil",FEBAC81A
WEP_PL0400_07,nan,449B4218
WEP_PL0500_01,Dreyse,BFDD3AE2
WEP_PL0500_02,Matchlock,55A28F62
WEP_PL0500_03,AK-4A,9249B9CA
WEP_PL0500_03,"AK-4A, the Suppressor",9249B9CA
WEP_PL0500_04,Leviathan Muzzle,EE6CD89E
WEP_PL0500_05,Clarion,FD9E2000
WEP_PL0500_06,Draconic Fire,3F39B5EB
WEP_PL0500_06,"Draconic Fire, Charring Breath",3F39B5EB
WEP_PL0500_07,nan,A378137B
WEP_PL0600_01,Egoism,071C082E
WEP_PL0600_02,Sword Breaker,1BCD26BC
WEP_PL0600_03,Love Eternal,E92002CA
WEP_PL0600_03,"Love Eternal, Forevermore",E92002CA
WEP_PL0600_04,Rose Crystal Knife,6C382CFB
WEP_PL0600_05,Cortana,F733DDD2
WEP_PL0600_06,Dagger of Bahamut Coda,07BB324C
WEP_PL0600_06,Primal Dagger of Bahamut Coda,07BB324C
WEP_PL0600_07,nan,6F71AF66
WEP_PL0700_01,Geisterpeitsche,B29038DB
WEP_PL0700_02,Leather Belt,73263FE6
WEP_PL0700_03,Ethereal Lasher,0FAE326F
WEP_PL0700_03,"Ethereal Lasher, Fleeting End",0FAE326F
WEP_PL0700_04,Flame Lit Curl,6BB5E5FD
WEP_PL0700_05,Live Wire,3E331E1E
WEP_PL0700_06,Erinnerung,2A924378
WEP_PL0700_06,"Erinnerung, From Beyond",2A924378
WEP_PL0700_07,nan,F8AF9BD6
WEP_PL0800_01,Altachiara,3EC1D082
WEP_PL0800_02,Hoarfrost Blade Persius,0EC52EA3
WEP_PL0800_03,Blanc Comme Neige,209AA176
WEP_PL0800_04,Vegalta,1B09A462
WEP_PL0800_05,Knight of Ice,72AAE787
WEP_PL0800_05,"Knight of Ice, the Silver Blur",72AAE787
WEP_PL0800_06,Damascus Knife,7027741C
WEP_PL0800_06,"Damascus Knife, the Unseen",7027741C
WEP_PL0800_07,nan,830F69A9
WEP_PL0900_01,Alabarda,283CC36B
WEP_PL0900_02,Swan,68AAF1A0
WEP_PL0900_03,Treuer Krieger,776CA5A8
WEP_PL0900_03,"Treuer Krieger, the Dauntless",776CA5A8
WEP_PL0900_04,Ukonvasara,3869E1C6
WEP_PL0900_05,Blossom Axe,515B69C7
WEP_PL0900_06,Mjolnir,C84002E0
WEP_PL0900_06,"Mjolnir, Thunderous Crusher",C84002E0
WEP_PL0900_07,nan,587F41A0
WEP_PL1000_01,Flamberge,159CA5B6
WEP_PL1000_02,Lohengrin,3679A543
WEP_PL1000_03,Antwerp,9712FDF2
WEP_PL1000_04,Joyeuse,980058ED
WEP_PL1000_05,Lord of Flames,98F8CA3E
WEP_PL1000_05,"Lord of Flames, Exalted Reign",98F8CA3E
WEP_PL1000_06,Gottfried,84BF5DE8
WEP_PL1000_06,"Gottfried, the White Fang",84BF5DE8
WEP_PL1000_07,nan,2C679715
WEP_PL1100_01,Integrity,BEFFB034
WEP_PL1100_02,Broadsword of Earth,5E36B1DD
WEP_PL1100_03,Ascalon,4C3A7F95
WEP_PL1100_03,"Ascalon, Dragon's Bane",4C3A7F95
WEP_PL1100_04,Hrunting,C1F29178
WEP_PL1100_05,Windhose,49D10F32
WEP_PL1100_06,Balmung,E82DF9EC
WEP_PL1100_06,"Balmung, the Blue Blaze",E82DF9EC
WEP_PL1100_07,nan,B404AB18
WEP_PL1200_01,Claíomh Solais,253333C3
WEP_PL1200_02,Arondight,DDC86786
WEP_PL1200_03,Claidheamh Soluis,761A3597
WEP_PL1200_03,"Claidheamh Soluis, the Radiant",761A3597
WEP_PL1200_04,Ushumgal,33D3457F
WEP_PL1200_05,Sahrivar,F71832EF
WEP_PL1200_06,Galatine,687ECE62
WEP_PL1200_06,"Galatine, Trinity's Wrath",687ECE62
WEP_PL1200_07,nan,92160154
WEP_PL1300_01,Kiku-Ichimonji,BC7F89FB
WEP_PL1300_02,Asura,8BC0176A
WEP_PL1300_03,Fudo-Kuniyuki,B5C31AB2
WEP_PL1300_03,"Fudo-Kuniyuki, Scarlet Glory",B5C31AB2
WEP_PL1300_04,Higurashi,64368C4A
WEP_PL1300_05,Xeno Phantom Demon Blade,8B4A2615
WEP_PL1300_06,Swordfish,A1F477D6
WEP_PL1300_06,"Swordfish, Tipper of Scales",A1F477D6
WEP_PL1300_07,nan,9D5CB1C7
WEP_PL1400_01,Nakamaki Nodachi,DB043DD7
WEP_PL1400_02,Kotetsu,DCC43052
WEP_PL1400_03,Venustas,099C8066
WEP_PL1400_03,"Venustas, the Sacred Gift",099C8066
WEP_PL1400_04,Fluorithium Blade,11D39CE1
WEP_PL1400_05,Blade of Purification,4CE111FE
WEP_PL1400_06,Ameno Habakiri,FFF2F00F
WEP_PL1400_06,"Ameno Habakiri, the Beheader",FFF2F00F
WEP_PL1400_07,nan,45164C6B
WEP_PL1500_01,Brahma Gauntlet,18B2FC0E
WEP_PL1500_02,Rope Knuckles,630D33D5
WEP_PL1500_03,Crimson Finger,B70179F1
WEP_PL1500_04,Golden Fists of Ura,F4C1DE98
WEP_PL1500_04,"Golden Fists of Ura, No Mercy",F4C1DE98
WEP_PL1500_05,Arkab,AD5E2984
WEP_PL1500_06,Sky Piercer,AB6678D2
WEP_PL1500_06,"Sky Piercer, the Apex Fist",AB6678D2
WEP_PL1500_07,nan,030B66C9
WEP_PL1600_01,Spear of Arvess,CB5A08CD
WEP_PL1600_02,Sunspot Spear,0A9B7790
WEP_PL1600_03,Brionac,02352554
WEP_PL1600_03,"Brionac, the Dominant",02352554
WEP_PL1600_04,Gisla,DA6EF17E
WEP_PL1600_05,Huanglong Spear,ABE40E34
WEP_PL1600_06,Gae Bulg,304E4448
WEP_PL1600_06,"Gae Bulg, Impaler of Ruin",304E4448
WEP_PL1600_07,nan,85457218
WEP_PL1700_01,Great Scythe Grynoth,B03EA930
WEP_PL1700_02,Alsarav,D055A41E
WEP_PL1700_03,Wurtzite Scythe,BDDCD5E3
WEP_PL1700_03,"Wurtzite Scythe, Reaper's Hand",BDDCD5E3
WEP_PL1700_04,Soul Eater,DFE5C297
WEP_PL1700_05,Cosmic Scythe,17DAC878
WEP_PL1700_06,Ereshkigal,411C89ED
WEP_PL1700_06,"Ereshkigal, Impending Doom",411C89ED
WEP_PL1700_07,nan,B3EF5E8E
WEP_PL1800_01,Magnum Opus,56B2BA37
WEP_PL1800_02,Dream Atlas,F0951249
WEP_PL1800_03,Transmigration Tome,06F51A26
WEP_PL1800_03,"Transmigration Tome, Infinity",06F51A26
WEP_PL1800_04,Sacred Codex,C4112EE6
WEP_PL1800_05,Arshivelle,480FA83F
WEP_PL1800_06,Zosimos,7BFF8253
WEP_PL1800_06,"Zosimos, the Unabridged Truth",7BFF8253
WEP_PL1800_07,nan,BC7A41D3
WEP_PL1900_01,Ragnarok,7463358A
WEP_PL1900_02,Aviaeth Faussart,0940D965
WEP_PL1900_03,Susanoo,95ACAD77
WEP_PL1900_03,"Susanoo, the Condemner",95ACAD77
WEP_PL1900_04,Premium Sword,495424B5
WEP_PL1900_05,Ecke Sachs,82A244A3
WEP_PL1900_06,Primal Sword of Bahamut,1DE38944
WEP_PL1900_06,Sword of Bahamut,1DE38944
WEP_PL1900_07,nan,55917DC7
WEP_PL2100_01,Apprentice,F7D69475
WEP_PL2100_02,nan,0C96B4C3
WEP_PL2100_03,World Ender,2C4CAADD
WEP_PL2100_03,"World Ender, the Fated Edge",2C4CAADD
WEP_PL2100_07,nan,AD915067
WEP_PL2200_01,Sette di Spade,DB8ED674
WEP_PL2200_02,nan,1C5BCCFC
WEP_PL2200_03,Gateway-Star Sword,73D34F1B
WEP_PL2200_03,"Gateway-Star Sword, Seven Winks",73D34F1B
WEP_PL2200_07,nan,FA5F32D5
WEP_PL2300_01,Bow of Dismissal,6C8F9232
WEP_PL2300_02,nan,2F725783
WEP_PL2300_03,Desolation-Crown Bow,DA807CA2
WEP_PL2300_03,"Desolation-Crown Bow, Two Feuds",DA807CA2
WEP_PL2300_07,nan,4CBA06D8
WEP_PL2400_01,Extra Playable Weapon 01 (PL2400),121CD3FD
GEEN_004_04,Stun Power V,E16E4DD4
GEEN_005_04,Enmity V,F687B1BB
GEEN_006_00,Stamina I,FBF16984
GEEN_006_01,Stamina II,17974BBA
GEEN_006_02,Stamina III,751228A2
GEEN_006_03,Stamina IV,BD2CF495
GEEN_006_04,Stamina V,68B1E888
GEEN_008_04,Charged Attack V,FB8C743F
GEEN_009_04,Linked Together V,19F0455D
GEEN_012_04,Throw V,C452AB03
GEEN_027_00,Tyranny I,79F4FD3E
GEEN_027_01,Tyranny II,909A3AEB
GEEN_027_02,Tyranny III,A4204593
GEEN_027_03,Tyranny IV,DFC20239
GEEN_027_04,Tyranny V,72735A07
GEEN_063_04,Improved Dodge,208AF595
GEEN_065_04,Improved Healing V,E27B1C51
GEEN_066_04,Regen V,C98DC248
GEEN_067_04,Drain V,D39F1C79
GEEN_068_04,Autorevive V,5EB282C6
GEEN_069_00,Quick Cooldown I,70336D00
GEEN_069_01,Quick Cooldown II,735769A7
GEEN_069_02,Quick Cooldown III,4F500FBF
GEEN_069_03,Quick Cooldown IV,B2D492A3
GEEN_069_04,Quick Cooldown V,2CDC1FE0
GEEN_070_04,Cascade V,B7F89AC3
GEEN_072_04,Uplift V,883380D4
GEEN_073_00,Potion Hoarder I,687B928E
GEEN_073_01,Potion Hoarder II,D982AE55
GEEN_073_02,Potion Hoarder III,C7D124DD
GEEN_073_03,Potion Hoarder IV,9673ABB9
GEEN_073_04,Potion Hoarder V,7DEA157B
GEEN_077_04,Low Profile V,50B05700
GEEN_080_04,Rupie Tycoon V,B8A811ED
GEEN_083_04,Skilled Assault V,0E83606D
GEEN_085_04,Aegis V,E71B1FE4
GEEN_094_04,Steady Focus V,ECD324C7
GEEN_096_04,Steel Nerves V,2D2C99E9
GEEN_100_04,Supplements V,80CA66ED
GEEN_103_04,Natural Defenses,F2C84D4F
GEEN_104_04,Nimble Defense V,1A225843
GEEN_106_04,Nimble Onslaught V,040549B7
GEEN_107_04,Precise Resilience V,E4FC5AF6
GEEN_109_04,Precise Wrath V,46ABA3C0
GEEN_110_04,Life on the Line V,3559988C
GEEN_111_04,Quick Charge V,0952F945
GEEN_112_04,Window of Opportunity V,8F562E0E
GEEN_113_04,Sigil Booster V,73F80160
ITEM_23_0001,Crewmate Card: Seofon,8572B2CE
ITEM_23_0002,Crewmate Card: Tweyen,FE52F7CB
ITEM_23_0003,Crewmate Card: Sandalphon,5B5B8603
ITEM_24_0000,Internal Item Slot 24-0000,D8C6A93D
ITEM_24_0001,Internal Item Slot 24-0001,7BEDEAAF
ITEM_25_0000,Dread Wrightstone (ITEM_25_0000),BB731907
ITEM_25_0001,Dread Wrightstone (ITEM_25_0001),C1481583
ITEM_25_0010,Dread Wrightstone (ITEM_25_0010),AAE10C28
ITEM_25_0011,Dread Wrightstone (ITEM_25_0011),11A1B6B3
ITEM_25_0012,Dread Wrightstone (ITEM_25_0012),4E3989B8
ITEM_25_0013,Dread Wrightstone (ITEM_25_0013),471E6CE2
ITEM_25_0130,Dread Wrightstone (ITEM_25_0130),BCDBC4B6
ITEM_25_0131,Dread Wrightstone (ITEM_25_0131),09E6F629
ITEM_25_1000,Dread Wrightstone (ITEM_25_1000),A90975B8
ITEM_25_1002,Dread Wrightstone (ITEM_25_1002),8D101B82
ITEM_25_1003,Dread Wrightstone (ITEM_25_1003),55D1B23F
ITEM_25_9999,Dread Wrightstone (ITEM_25_9999),2C8FA06C
ITEM_26_0000,Vitality Wrightstone (ITEM_26_0000),552D70ED
ITEM_26_0001,Vitality Wrightstone (ITEM_26_0001),F53AE497
ITEM_26_0010,Vitality Wrightstone (ITEM_26_0010),33E663D0
ITEM_26_0011,Vitality Wrightstone (ITEM_26_0011),95BF2C6F
ITEM_26_0012,Vitality Wrightstone (ITEM_26_0012),2CDFA192
ITEM_26_0013,Vitality Wrightstone (ITEM_26_0013),8B17ED44
